Dia;Mês;Ano;Cepagri;IAC;Viracopos
17;1;2010;25.28;25.3;29
18;1;2010;31.14;23.4;30
19;1;2010;30.14;28.2;31
20;1;2010;33.0;26.8;31
21;1;2010;30.79;30.4;29
22;1;2010;25.27;28;25
23;1;2010;28.3;23.1;27
24;1;2010;30.6;25.9;28
25;1;2010;25.29;27.3;27
26;1;2010;27.7;23.6;29
27;1;2010;29.28;23.9;29
28;1;2010;29.88;27.4;28
29;1;2010;32.73;27.4;24
30;1;2010;32.04;29.3;23
31;1;2010;22.22;28.2;32
1;2;2010;27.83;19.2;33
2;2;2010;31.67;27.3;33
3;2;2010;32.59;27.3;34
4;2;2010;31.71;29.7;34
5;2;2010;30.13;28.9;33
6;2;2010;32.19;25.7;33
7;2;2010;33.29;29;32
8;2;2010;34.12;30.3;32
9;2;2010;34.46;31;32
10;2;2010;34.67;31.5;28
11;2;2010;33.58;32;30
12;2;2010;31.09;30.3;31
13;2;2010;31.12;28.2;32
14;2;2010;32.01;26.9;33
15;2;2010;28.81;29.1;34
16;2;2010;27.94;24;32
17;2;2010;29.9;20.8;31
18;2;2010;32.39;22.4;25
19;2;2010;28.15;27;27
20;2;2010;31.08;25.8;30
21;2;2010;35.11;27.2;32
22;2;2010;34.68;32.1;33
23;2;2010;33.73;32.2;34
24;2;2010;32.54;31.7;33
25;2;2010;31.5;29.7;26
26;2;2010;31.24;27.9;26
27;2;2010;32.85;28.2;28
28;2;2010;33.22;29.7;26
1;3;2010;33.1;30.7;22
2;3;2010;33.61;29.7;22
3;3;2010;32.93;30.6;24
4;3;2010;31.2;29.6;29
5;3;2010;29.99;27.3;29
6;3;2010;32.39;27.5;24
7;3;2010;31.06;29.2;29
8;3;2010;32.7;27.8;30
9;3;2010;32.19;29.1;31
10;3;2010;33.25;28.3;32
11;3;2010;31.09;28.4;32
12;3;2010;24.81;21.9;33
13;3;2010;28.97;21.9;33
14;3;2010;30.72;25.9;32
15;3;2010;29.34;24;27
16;3;2010;31.55;21.8;29
17;3;2010;31.44;25.1;28
18;3;2010;28.74;26.5;30
19;3;2010;26.37;25.7;30
20;3;2010;25.79;21.6;31
21;3;2010;32.72;28.2;29
22;3;2010;35.16;28.2;32
23;3;2010;35.92;29.7;31
24;3;2010;36.02;30.5;32
25;3;2010;36.02;32.2;30
26;3;2010;35.78;32.6;30
27;3;2010;35.22;32.6;30
28;3;2010;33.94;32.4;30
29;3;2010;33.61;31.3;30
30;3;2010;33.45;30.5;28
31;3;2010;29.52;30.5;28
1;4;2010;32.67;27.3;29
2;4;2010;33.73;29;28
3;4;2010;34.05;30.4;25
4;4;2010;35.85;31.1;28
5;4;2010;35.12;32.6;25
6;4;2010;33.54;32.5;20
7;4;2010;32.86;30.5;22
8;4;2010;24.85;30.6;23
9;4;2010;29.58;22.5;23
10;4;2010;33.27;26.1;24
11;4;2010;34.26;30;26
12;4;2010;35.11;30.8;26
13;4;2010;34.76;32.2;28
14;4;2010;34.76;32.3;27
15;4;2010;28.84;32.2;28
16;4;2010;28.35;25.5;29
17;4;2010;30.31;26.6;30
18;4;2010;29.23;27.4;29
19;4;2010;22.47;26.2;30
20;4;2010;25.51;21.1;31
21;4;2010;27.15;23.3;31
22;4;2010;31.15;24.3;31
23;4;2010;31.72;28.8;27
24;4;2010;27.16;29.6;26
25;4;2010;30.55;24.4;30
26;4;2010;31.94;28.2;30
27;4;2010;32.53;29;29
28;4;2010;33.71;30.2;26
29;4;2010;33.61;31.2;26
30;4;2010;34.31;31.4;26
1;5;2010;34.62;31.9;24
2;5;2010;33.39;32.2;27
3;5;2010;30.2;30.9;29
4;5;2010;30.34;26.9;28
5;5;2010;30.55;28.5;29
6;5;2010;32.31;28.3;30
7;5;2010;33.3;30.4;31
8;5;2010;33.38;30.3;23
9;5;2010;29.3;30.8;21
10;5;2010;32.03;27.5;21
11;5;2010;32.75;30.3;22
12;5;2010;34.24;28.9;19
13;5;2010;33.06;31.7;21
14;5;2010;32.82;30.8;23
15;5;2010;32.65;29.8;26
16;5;2010;31.8;30;26
17;5;2010;32.79;29.4;23
18;5;2010;30.34;29.9;27
19;5;2010;31.48;26.8;20
20;5;2010;30.73;28.5;19
21;5;2010;31.5;28.5;20
22;5;2010;27.87;28.6;25
23;5;2010;29.37;25;24
24;5;2010;27.38;24.6;27
25;5;2010;19.82;24;27
26;5;2010;23.78;18.2;25
27;5;2010;24.72;21.7;23
28;5;2010;24.64;22.3;23
29;5;2010;26.0;22.5;26
30;5;2010;27.33;24.1;28
31;5;2010;28.37;25.2;22
1;6;2010;29.57;26.4;20
2;6;2010;29.79;27.2;22
3;6;2010;30.1;27.5;23
4;6;2010;30.95;28.1;25
5;6;2010;32.11;28.7;23
6;6;2010;31.43;30.1;20
7;6;2010;31.97;29.2;24
8;6;2010;32.6;30.1;24
9;6;2010;32.52;30.6;23
10;6;2010;32.7;30.8;22
11;6;2010;29.75;30.9;20
12;6;2010;29.25;28.4;19
13;6;2010;32.66;27.3;21
14;6;2010;32.06;30.3;23
15;6;2010;30.03;29.9;24
16;6;2010;29.32;28.6;25
17;6;2010;28.38;27.3;27
18;6;2010;28.08;26.6;27
19;6;2010;26.38;25.7;28
20;6;2010;28.85;24;29
21;6;2010;30.8;26.7;28
22;6;2010;30.65;29.2;20
23;6;2010;30.8;28.8;23
24;6;2010;32.13;28.7;27
25;6;2010;32.59;29.5;27
26;6;2010;26.31;30.6;27
27;6;2010;23.65;24.8;24
28;6;2010;23.38;21.6;25
29;6;2010;24.46;21.5;24
30;6;2010;21.53;22.6;26
1;7;2010;22.12;20.1;26
2;7;2010;26.17;20.2;26
3;7;2010;26.51;24.4;25
4;7;2010;28.22;25.3;25
5;7;2010;26.0;26.1;26
6;7;2010;29.26;23.7;27
7;7;2010;19.75;27.3;25
8;7;2010;20.24;18.3;26
9;7;2010;21.88;18.2;27
10;7;2010;26.38;20.1;25
11;7;2010;27.1;24.2;26
12;7;2010;29.55;24.7;29
13;7;2010;29.41;26.8;21
15;7;2010;27.88;27.1;18
16;7;2010;24.87;25.6;17
17;7;2010;26.25;23.2;23
18;7;2010;28.47;24.3;26
19;7;2010;29.12;26.1;26
20;7;2010;23.62;27.7;27
21;7;2010;22.91;21;28
22;7;2010;24.17;20.8;29
23;7;2010;25.49;22.1;29
24;7;2010;26.97;23.2;26
25;7;2010;23.76;25.2;25
26;7;2010;21.88;22.4;26
27;7;2010;25.29;19.5;24
28;7;2010;25.87;23.4;25
29;7;2010;25.06;23.8;27
30;7;2010;25.07;23;27
31;7;2010;22.1;22.3;28
1;8;2010;20.85;19.9;29
2;8;2010;23.99;19.2;23
3;8;2010;25.14;22.1;20
4;8;2010;26.16;23.2;20
5;8;2010;27.36;23.9;24
6;8;2010;29.57;25;20
7;8;2010;29.24;27.7;25
8;8;2010;30.23;27.5;28
9;8;2010;30.66;28.5;27
10;8;2010;30.43;28.8;25
11;8;2010;24.42;28.7;24
12;8;2010;25.4;22.1;27
13;8;2010;29.41;23.1;28
14;8;2010;29.55;27.3;22
15;8;2010;29.55;27.6;18
16;8;2010;26.09;27.3;20
17;8;2010;27.2;24.4;21
18;8;2010;26.23;24.9;24
19;8;2010;27.2;24.4;26
20;8;2010;27.98;25.3;27
21;8;2010;27.52;26.7;29
22;8;2010;27.59;25.5;29
23;8;2010;27.43;25.9;30
24;8;2010;27.92;25.4;31
25;8;2010;28.86;26.3;32
26;8;2010;27.4;27.5;32
27;8;2010;27.83;25.6;32
28;8;2010;29.08;26;32
29;8;2010;27.06;27.5;32
30;8;2010;28.83;26.2;28
31;8;2010;30.46;27.1;31
1;9;2010;21.32;29.7;29
2;9;2010;18.33;19.6;30
3;9;2010;22.04;17;32
4;9;2010;20.97;20.5;33
5;9;2010;24.55;19.8;24
6;9;2010;28.52;23.1;22
7;9;2010;28.11;26.7;17
8;9;2010;29.31;26.6;23
9;9;2010;30.73;27.3;25
10;9;2010;30.94;28.8;28
11;9;2010;29.67;29.5;31
12;9;2010;27.75;28.1;31
13;9;2010;26.7;26.4;32
14;9;2010;28.9;25.2;31
15;9;2010;25.62;26.9;28
16;9;2010;26.92;24.6;31
17;9;2010;29.33;25.4;32
18;9;2010;29.18;27.3;23
19;9;2010;29.33;27.5;25
20;9;2010;31.57;27.9;30
21;9;2010;26.34;30;31
22;9;2010;23.42;24.9;32
23;9;2010;21.82;21.5;32
24;9;2010;26.35;20.6;24
25;9;2010;21.89;24.5;28
26;9;2010;27.15;20.4;19
27;9;2010;29.44;25.1;22
28;9;2010;29.16;28;22
29;9;2010;27.91;27.1;24
30;9;2010;27.05;25.8;23
1;10;2010;28.68;25.6;24
2;10;2010;29.92;27.5;22
3;10;2010;24.91;28.8;20
4;10;2010;19.67;23.1;25
5;10;2010;21.43;18.3;29
6;10;2010;23.45;20;32
7;10;2010;27.08;21.8;25
8;10;2010;27.07;25.2;25
9;10;2010;27.9;25.6;22
10;10;2010;30.55;26.6;23
11;10;2010;31.72;28.9;22
12;10;2010;31.98;29.9;23
13;10;2010;32.42;30.5;27
14;10;2010;33.64;31.3;31
15;10;2010;33.03;32;27
16;10;2010;33.18;31.6;29
17;10;2010;33.49;31.9;30
18;10;2010;34.21;32.1;25
19;10;2010;31.46;32.8;25
20;10;2010;32.0;30.3;28
21;10;2010;30.9;31.2;30
22;10;2010;32.3;29.4;34
23;10;2010;33.88;30.8;26
24;10;2010;34.52;32.9;28
25;10;2010;27.9;33.6;31
26;10;2010;25.71;26.8;26
27;10;2010;18.7;24.8;26
28;10;2010;25.86;17.4;29
29;10;2010;27.51;24.4;33
30;10;2010;29.89;26;23
31;10;2010;32.79;28.8;27
1;11;2010;33.97;31;26
2;11;2010;34.05;32;27
3;11;2010;33.5;32.7;30
4;11;2010;29.83;32.3;32
5;11;2010;33.41;28.3;32
6;11;2010;35.11;31.7;25
7;11;2010;25.87;33.5;30
8;11;2010;27.23;24.6;32
9;11;2010;33.13;26.1;32
10;11;2010;34.0;31.5;29
11;11;2010;34.05;31.9;23
12;11;2010;34.84;32.5;24
13;11;2010;27.29;33.4;22
14;11;2010;30.58;24.9;25
15;11;2010;20.3;28.5;29
16;11;2010;24.1;18.8;22
17;11;2010;23.42;22.8;26
18;11;2010;26.67;21.9;27
19;11;2010;24.09;27.1;32
20;11;2010;27.67;26.6;31
21;11;2010;23.82;26.6;33
22;11;2010;21.93;22.5;26
23;11;2010;29.24;19.9;29
24;11;2010;31.03;24.8;30
25;11;2010;33.6;29.3;31
26;11;2010;26.7;31.1;28
27;11;2010;26.43;25.4;31
28;11;2010;23.71;24.8;33
29;11;2010;25.86;23.1;31
30;11;2010;23.22;24;30
1;12;2010;25.02;21.9;32
2;12;2010;29.8;23.2;30
3;12;2010;33.97;32.3;31
4;12;2010;30.22;32.3;32
5;12;2010;31.83;27.8;33
6;12;2010;33.1;29.3;29
7;12;2010;27.3;30.6;32
8;12;2010;28.53;26.1;32
9;12;2010;30.23;27.8;30
10;12;2010;32.99;27.8;32
11;12;2010;35.78;30.7;33
12;12;2010;28.77;33.7;33
13;12;2010;30.58;27;29
14;12;2010;33.74;28.2;20
15;12;2010;29.56;31.4;24
16;12;2010;28.63;27.3;28
17;12;2010;31.76;26.7;29
18;12;2010;35.94;29.5;24
19;12;2010;26.57;33.9;31
20;12;2010;29.57;25.1;31
21;12;2010;28.9;26.3;33
22;12;2010;29.87;27.5;30
27;12;2010;32.15;29.9;29
28;12;2010;33.88;31.8;29
29;12;2010;34.28;32.6;29
30;12;2010;27.83;25.5;29
31;12;2010;31.6;29.4;28
1;1;2011;34.23;32.8;29
2;1;2011;33.49;28.6;23
3;1;2011;30.65;24;21
4;1;2011;25.35;24;26
5;1;2011;26.06;24.4;30
6;1;2011;25.0;23.5;30
7;1;2011;26.64;25.8;27
8;1;2011;31.48;29.4;28
9;1;2011;23.86;28;30
10;1;2011;29.33;28;30
11;1;2011;30.04;28;27
12;1;2011;33.74;31.8;29
13;1;2011;33.96;31.8;26
14;1;2011;34.21;32.2;27
15;1;2011;28.58;27.3;31
16;1;2011;31.13;29;31
17;1;2011;32.47;30.3;27
18;1;2011;33.26;31.5;32
19;1;2011;29.84;27.9;29
20;1;2011;33.32;30.7;26
21;1;2011;35.54;33.1;33
22;1;2011;33.0;31.5;32
23;1;2011;30.42;NA;33
24;1;2011;33.4;29.8;33
25;1;2011;32.08;31.4;33
26;1;2011;32.69;31.1;32
27;1;2011;34.03;31.6;33
28;1;2011;34.52;31.6;33
29;1;2011;31.68;32.6;34
30;1;2011;33.72;29.5;32
31;1;2011;32.71;31.6;32
1;2;2011;32.39;30.9;28
2;2;2011;34.19;29.6;29
3;2;2011;34.04;31.9;25
4;2;2011;33.27;32.4;29
5;2;2011;31.29;31.5;32
6;2;2011;22.53;29.5;33
7;2;2011;27.12;20.7;33
8;2;2011;30.03;24.1;32
9;2;2011;32.14;26.1;32
10;2;2011;26.61;27.6;32
11;2;2011;33.34;24;31
12;2;2011;34.17;28.6;32
13;2;2011;35.24;31.9;31
14;2;2011;32.66;32;30
15;2;2011;29.93;29.5;28
16;2;2011;33.57;27.5;32
17;2;2011;29.95;29.5;31
18;2;2011;31.06;27.7;30
19;2;2011;31.29;27.5;32
20;2;2011;31.65;28.1;33
21;2;2011;32.11;28.8;33
22;2;2011;30.66;29.5;31
23;2;2011;30.73;28.2;30
24;2;2011;31.21;29;30
25;2;2011;25.99;29;32
26;2;2011;24.07;23.2;32
27;2;2011;27.36;23.3;32
28;2;2011;32.63;23.3;24
1;3;2011;31.92;27;25
2;3;2011;28.28;25.6;21
3;3;2011;30.89;21.5;22
4;3;2011;31.61;25.2;23
5;3;2011;32.73;25.9;21
6;3;2011;29.88;27.4;27
7;3;2011;30.27;24.6;24
8;3;2011;26.92;25;26
9;3;2011;29.9;21.6;28
10;3;2011;33.06;21.6;30
11;3;2011;34.04;25.6;30
12;3;2011;29.71;28.2;25
13;3;2011;33.37;27.3;28
14;3;2011;32.03;25.3;29
15;3;2011;29.11;25.3;27
16;3;2011;35.42;22.2;25
17;3;2011;35.3;28.8;29
18;3;2011;35.01;32.7;28
19;3;2011;34.64;31.6;25
20;3;2011;34.54;31.8;26
21;3;2011;34.45;30.9;28
22;3;2011;35.49;31.3;26
23;3;2011;35.56;32.2;27
24;3;2011;35.96;32.4;28
25;3;2011;35.15;32.9;31
26;3;2011;34.8;32.1;31
27;3;2011;29.52;32.1;32
28;3;2011;30.99;27.1;30
29;3;2011;26.26;28.1;30
30;3;2011;30.43;23.4;26
31;3;2011;34.51;27.2;28
1;4;2011;35.39;31.4;31
2;4;2011;35.62;31.9;29
3;4;2011;34.91;32.1;22
4;4;2011;35.32;31.7;25
5;4;2011;33.36;31.7;27
6;4;2011;34.22;30.8;27
7;4;2011;35.32;31.3;27
8;4;2011;33.07;32.1;28
9;4;2011;32.85;30;28
10;4;2011;32.3;30.7;26
11;4;2011;32.58;29.9;27
12;4;2011;34.36;30.7;29
13;4;2011;32.19;30.7;23
14;4;2011;33.89;29.2;30
15;4;2011;34.23;31.5;33
16;4;2011;34.3;32.5;30
17;4;2011;33.73;32.2;30
18;4;2011;33.56;30.6;30
19;4;2011;32.76;30.7;28
20;4;2011;33.99;30.2;30
21;4;2011;33.66;32;29
22;4;2011;32.48;32.3;30
23;4;2011;26.57;30.4;30
24;4;2011;27.07;23.9;26
25;4;2011;22.96;24.2;27
26;4;2011;22.42;21.1;23
27;4;2011;23.74;20.1;23
28;4;2011;23.03;20.5;20
29;4;2011;27.44;20.2;26
30;4;2011;25.0;24.3;27
1;5;2011;27.57;22.7;25
2;5;2011;31.05;23.7;21
3;5;2011;32.0;25.9;22
4;5;2011;32.69;30.1;25
5;5;2011;27.67;29.1;26
6;5;2011;30.59;24.9;27
7;5;2011;32.0;28;26
8;5;2011;29.72;27.9;27
9;5;2011;26.97;27.9;26
10;5;2011;31.36;25;27
11;5;2011;31.57;28.9;26
12;5;2011;26.3;28.9;26
13;5;2011;26.96;24.4;24
14;5;2011;30.9;25.1;22
15;5;2011;27.67;28.5;18
16;5;2011;28.93;25.3;21
17;5;2011;30.44;26.7;19
18;5;2011;32.87;28.5;22
19;5;2011;33.48;30.7;22
20;5;2011;34.34;31.4;24
21;5;2011;32.63;31.8;24
22;5;2011;32.54;30.1;25
23;5;2011;27.97;31.3;25
24;5;2011;30.73;25.7;25
25;5;2011;32.71;28.6;26
26;5;2011;31.53;30.1;25
27;5;2011;23.85;29.2;22
28;5;2011;27.64;21.9;20
29;5;2011;28.85;24.9;20
30;5;2011;30.05;24.9;22
31;5;2011;30.13;25.9;24
1;6;2011;30.66;27.5;24
2;6;2011;30.52;27.3;25
3;6;2011;28.93;27.6;24
4;6;2011;29.94;26.8;22
5;6;2011;31.86;27.5;18
6;6;2011;25.26;22.9;24
7;6;2011;32.0;30.1;26
8;6;2011;34.0;30.1;18
9;6;2011;31.76;30.6;12
10;6;2011;32.34;29.9;17
11;6;2011;31.92;30.6;20
12;6;2011;29.98;30.2;25
13;6;2011;31.29;28.4;24
14;6;2011;31.0;29.5;21
15;6;2011;31.88;29.2;23
16;6;2011;32.08;30.1;24
17;6;2011;29.06;30.5;24
18;6;2011;29.95;26.7;24
19;6;2011;24.98;27.9;25
20;6;2011;23.29;23.3;27
21;6;2011;21.72;22.3;27
22;6;2011;28.04;20;24
23;6;2011;29.37;26.2;26
24;6;2011;27.09;27.4;27
25;6;2011;22.72;24.6;26
26;6;2011;24.77;20;22
27;6;2011;27.2;20;18
28;6;2011;28.68;25.6;20
29;6;2011;30.28;27;25
30;6;2011;28.67;27.4;26
1;7;2011;29.32;26.7;27
2;7;2011;28.98;27.6;26
3;7;2011;29.01;26.9;26
4;7;2011;29.09;26.9;16
5;7;2011;28.85;26.3;19
6;7;2011;26.89;26.6;19
7;7;2011;25.65;24.6;20
8;7;2011;27.67;23.5;20
9;7;2011;23.54;26;24
10;7;2011;21.74;21.7;27
11;7;2011;25.56;20.3;28
12;7;2011;24.84;22.2;27
13;7;2011;27.36;22.8;27
14;7;2011;27.11;24.4;28
15;7;2011;26.56;24.8;28
16;7;2011;27.26;24.3;28
17;7;2011;27.4;25.2;29
18;7;2011;28.21;25.2;25
19;7;2011;27.42;26.8;27
20;7;2011;26.01;25.6;29
21;7;2011;22.78;23.6;28
22;7;2011;22.36;20.6;21
23;7;2011;23.0;20.4;22
24;7;2011;25.62;22.8;24
25;7;2011;26.05;24.2;25
26;7;2011;27.34;23.9;26
27;7;2011;25.44;25.6;26
28;7;2011;24.68;24.3;26
29;7;2011;20.97;19.2;29
30;7;2011;26.41;19.2;25
31;7;2011;27.96;24.3;24
1;8;2011;21.07;26.4;24
2;8;2011;14.02;13.3;19
3;8;2011;19.26;13.3;18
5;8;2011;22.89;17.1;26
6;8;2011;25.61;23.4;30
7;8;2011;26.8;24.6;32
8;8;2011;23.07;21.9;31
9;8;2011;24.94;21.9;26
10;8;2011;25.61;23.4;23
11;8;2011;26.12;23.4;26
12;8;2011;26.71;24.1;28
13;8;2011;27.35;24.3;31
14;8;2011;28.61;25.5;27
15;8;2011;29.2;26.5;30
16;8;2011;26.73;27.4;29
17;8;2011;28.62;24.7;31
18;8;2011;28.68;26.5;22
19;8;2011;28.15;26.4;31
20;8;2011;24.33;26.1;25
21;8;2011;18.0;22.3;15
22;8;2011;21.04;15.9;19
23;8;2011;26.81;19.5;22
24;8;2011;28.84;25.1;27
25;8;2011;30.11;27.2;27
26;8;2011;27.35;28.2;28
27;8;2011;28.05;26.8;30
28;8;2011;19.35;26.8;31
29;8;2011;21.97;20.6;33
30;8;2011;22.52;20.8;34
31;8;2011;22.21;21.1;19
1;9;2011;22.52;21.1;21
2;9;2011;25.74;20.5;19
3;9;2011;29.14;27.2;27
4;9;2011;30.03;28.2;32
5;9;2011;29.25;28.2;32
6;9;2011;28.93;27.7;30
7;9;2011;29.32;27.1;29
8;9;2011;29.48;27.2;33
9;9;2011;29.68;27.4;30
10;9;2011;30.88;28.1;29
11;9;2011;26.75;28.7;25
12;9;2011;29.23;25.4;27
13;9;2011;31.21;27.3;30
14;9;2011;29.67;29.7;21
15;9;2011;23.62;28.1;27
16;9;2011;24.41;21.6;24
17;9;2011;25.32;22.6;26
18;9;2011;27.61;23.3;27
19;9;2011;27.36;25.7;28
20;9;2011;27.91;26.4;29
21;9;2011;28.56;26.4;28
22;9;2011;30.06;27;31
23;9;2011;28.38;29.2;34
24;9;2011;28.22;27;23
25;9;2011;27.86;25.7;23
26;9;2011;22.09;25.2;29
27;9;2011;19.28;20.1;29
28;9;2011;18.1;18.1;30
29;9;2011;27.43;16.1;33
30;9;2011;31.78;26;35
1;10;2011;33.61;30;35
2;10;2011;33.03;32;27
3;10;2011;28.15;26.4;27
4;10;2011;25.79;23.6;27
5;10;2011;28.87;23.6;30
6;10;2011;30.59;26.7;31
7;10;2011;32.62;28.7;32
8;10;2011;31.21;30.6;32
9;10;2011;32.59;28.9;29
10;10;2011;31.41;30.8;27
11;10;2011;32.52;30.1;30
12;10;2011;32.84;31.2;31
13;10;2011;32.71;31.2;25
14;10;2011;24.2;32;22
15;10;2011;17.0;23.1;
16;10;2011;22.16;16.8;23
17;10;2011;25.48;23;22
18;10;2011;29.64;27.7;24
19;10;2011;29.33;27.2;25
20;10;2011;30.43;27.2;24
21;10;2011;31.72;28.3;26
22;10;2011;33.34;31.9;27
23;10;2011;34.85;31.9;28
24;10;2011;35.51;34.7;31
25;10;2011;20.9;18.6;29
26;10;2011;23.85;22.1;27
27;10;2011;22.48;22.1;30
28;10;2011;30.11;20.4;31
29;10;2011;32.94;28.4;33
30;10;2011;34.24;33.2;25
31;10;2011;33.22;33.2;21
1;11;2011;32.18;31.4;21
2;11;2011;34.78;30.3;22
3;11;2011;32.9;33.4;26
4;11;2011;30.66;31.2;28
5;11;2011;27.53;28.3;30
6;11;2011;30.17;25.1;27
7;11;2011;32.71;27.9;28
8;11;2011;26.17;30.7;30
9;11;2011;29.95;23.5;31
10;11;2011;28.61;28.1;31
11;11;2011;29.0;26.5;31
12;11;2011;30.57;27.7;31
13;11;2011;31.36;28.7;28
14;11;2011;31.93;30;22
15;11;2011;30.81;30;22
16;11;2011;33.35;28.7;22
17;11;2011;36.1;31.4;25
18;11;2011;25.97;35;26
19;11;2011;26.6;24.5;26
20;11;2011;31.83;25.3;29
21;11;2011;31.95;29.5;30
22;11;2011;32.62;30.4;24
23;11;2011;35.15;30.7;27
24;11;2011;36.81;33.4;28
25;11;2011;36.89;34.9;31
26;11;2011;30.95;35.8;32
27;11;2011;30.3;29.1;29
28;11;2011;29.8;28.1;29
29;11;2011;32.49;28.1;30
30;11;2011;33.52;31;27
1;12;2011;36.02;31.5;28
2;12;2011;35.16;33.2;23
3;12;2011;30.78;33.3;27
4;12;2011;30.35;28.8;28
5;12;2011;32.55;28.1;30
6;12;2011;34.09;30.1;30
7;12;2011;27.79;31.3;29
8;12;2011;23.83;25.5;28
9;12;2011;24.4;22.3;25
10;12;2011;25.99;22.4;26
11;12;2011;24.17;23.3;27
12;12;2011;26.92;25.5;30
13;12;2011;28.19;25.6;32
14;12;2011;26.19;26.2;29
15;12;2011;28.53;24.8;27
16;12;2011;28.94;26.8;29
17;12;2011;31.03;27.1;31
18;12;2011;32.11;28.2;31
19;12;2011;32.63;30.3;30
20;12;2011;28.61;31.1;31
21;12;2011;32.86;26.6;33
22;12;2011;33.27;30.9;33
23;12;2011;35.47;31.3;32
24;12;2011;26.97;33.5;32
25;12;2011;23.18;25.1;30
26;12;2011;24.01;21.3;25
27;12;2011;25.46;22.2;28
28;12;2011;28.69;24;31
29;12;2011;30.66;26.3;25
30;12;2011;32.88;28.4;30
31;12;2011;30.5;30.1;26
1;1;2012;30.51;28.5;23
2;1;2012;31.99;30.1;27
3;1;2012;33.27;30.1;29
4;1;2012;33.49;31.2;30
5;1;2012;33.8;31.3;31
6;1;2012;33.1;31.6;30
7;1;2012;31.14;30.9;29
8;1;2012;23.66;28.2;30
9;1;2012;24.47;21.6;29
10;1;2012;25.65;22;20
11;1;2012;27.67;22.8;24
12;1;2012;28.37;25.4;28
13;1;2012;28.46;26;27
14;1;2012;31.61;26.4;25
15;1;2012;32.05;28.6;27
16;1;2012;25.01;29.9;25
17;1;2012;29.32;24;27
18;1;2012;31.13;26.9;27
19;1;2012;33.72;28.8;27
20;1;2012;33.19;31.7;27
21;1;2012;31.06;30.9;31
22;1;2012;30.65;28.3;30
23;1;2012;32.01;30.1;29
24;1;2012;30.63;30.1;28
25;1;2012;30.29;28.6;28
26;1;2012;27.59;28.2;25
27;1;2012;30.65;25.1;19
28;1;2012;32.0;28.3;25
29;1;2012;33.29;29.3;28
30;1;2012;32.99;30.1;28
31;1;2012;31.71;30.2;30
1;2;2012;29.2;29.3;31
2;2;2012;26.42;27;30
3;2;2012;27.51;24;32
4;2;2012;30.52;23.6;32
5;2;2012;32.94;31.4;33
6;2;2012;34.36;32;33
7;2;2012;31.06;29.5;33
8;2;2012;29.17;27.2;34
9;2;2012;31.49;27;32
10;2;2012;32.91;29.2;31
11;2;2012;31.81;30.5;27
12;2;2012;32.81;30.3;25
13;2;2012;31.13;28.8;27
14;2;2012;34.83;28.8;32
15;2;2012;34.55;32.3;30
16;2;2012;34.53;32.3;31
17;2;2012;34.77;32;31
18;2;2012;33.03;30.7;21
19;2;2012;28.43;30.7;30
20;2;2012;31.15;26.2;32
21;2;2012;33.85;31.2;26
22;2;2012;28.05;31.2;28
23;2;2012;32.37;25.6;30
24;2;2012;28.71;29.1;30
25;2;2012;24.85;26;32
26;2;2012;30.0;27.6;31
27;2;2012;31.72;29.3;31
28;2;2012;33.59;29.3;34
29;2;2012;32.78;31.3;34
1;3;2012;31.94;30.9;34
2;3;2012;32.47;30;32
3;3;2012;31.82;30.4;31
4;3;2012;30.97;29.7;30
5;3;2012;23.43;27.7;32
6;3;2012;25.24;20.5;31
7;3;2012;29.91;22.9;30
8;3;2012;30.17;27.4;30
9;3;2012;27.93;28.6;32
10;3;2012;30.25;25.8;31
11;3;2012;27.74;27.2;28
12;3;2012;29.63;23.9;31
13;3;2012;29.89;25.3;30
14;3;2012;28.94;24.2;31
15;3;2012;29.05;22.8;30
16;3;2012;32.96;26.2;27
17;3;2012;32.08;29.5;26
18;3;2012;31.78;27.8;28
19;3;2012;30.27;29.7;30
20;3;2012;31.17;27.1;30
21;3;2012;27.37;28;30
22;3;2012;24.01;24.1;31
23;3;2012;26.34;21.7;26
24;3;2012;29.73;23.7;28
25;3;2012;30.81;27.8;30
26;3;2012;32.24;28.4;32
27;3;2012;33.11;29.7;28
28;3;2012;32.97;30.7;24
29;3;2012;34.06;30.7;29
30;3;2012;34.23;32.4;28
31;3;2012;34.43;32;28
1;4;2012;35.25;31.8;29
2;4;2012;35.95;32.5;30
3;4;2012;36.57;33.4;30
4;4;2012;36.49;34.4;30
5;4;2012;32.73;34.2;31
6;4;2012;31.53;31.3;30
7;4;2012;28.5;27.9;32
8;4;2012;29.41;24.7;31
9;4;2012;33.44;26.1;28
10;4;2012;33.03;30.6;28
11;4;2012;32.6;30.2;30
12;4;2012;32.64;29.5;30
13;4;2012;33.74;30.4;30
14;4;2012;32.0;31.9;29
15;4;2012;31.44;29.5;30
16;4;2012;28.94;29.9;26
17;4;2012;30.63;27.1;27
18;4;2012;30.98;28.1;28
19;4;2012;32.2;28.1;29
20;4;2012;34.38;29.1;28
21;4;2012;33.33;31.9;21
22;4;2012;33.68;30.5;22
23;4;2012;34.76;31;26
24;4;2012;35.22;32.2;26
25;4;2012;35.31;33.3;28
26;4;2012;33.84;32;27
27;4;2012;33.12;32;25
28;4;2012;32.39;31.4;25
29;4;2012;33.82;30.7;20
30;4;2012;33.17;30.9;18
1;5;2012;32.51;31;20
2;5;2012;32.52;30.3;21
